ecrivain_1,ecrivain_2,requete_1,requete_2,count,base1,base2,ratio_1,ratio_2,ratio_moy
abel bonnard,andre frenaud,abel%20bonnard,andre%20frenaud,0,7883,13,0,0,0
andre frenaud,abel hermant,andre%20frenaud,abel%20hermant,0,13,14207,0,0,0
alain borne,andre frenaud,alain%20borne,andre%20frenaud,0,18,13,0,0,0
andre frenaud,alain laubreaux,andre%20frenaud,alain%20laubreaux,0,13,941,0,0,0
albert beguin,andre frenaud,albert%20beguin,andre%20frenaud,0,265,13,0,0,0
albert camus,andre frenaud,albert%20camus,andre%20frenaud,0,100,13,0,0,0
alexandre arnoux,andre frenaud,alexandre%20arnoux,andre%20frenaud,0,5329,13,0,0,0
andre billy,andre frenaud,andre%20billy,andre%20frenaud,0,10320,13,0,0,0
andre chamson,andre frenaud,andre%20chamson,andre%20frenaud,0,2853,13,0,0,0
andre chaumeix,andre frenaud,andre%20chaumeix,andre%20frenaud,0,7113,13,0,0,0
andre chevrillon,andre frenaud,andre%20chevrillon,andre%20frenaud,0,2737,13,0,0,0
andre demaison,andre frenaud,andre%20demaison,andre%20frenaud,0,3284,13,0,0,0
abel bonnard,andre gide,abel%20bonnard,andre%20gide,49,7883,16619,0.00621590764937207,0.00294843251699862,0.00458217008318534
andre gide,abel hermant,andre%20gide,abel%20hermant,133,16619,14207,0.00800288826042482,0.00936158231857535,0.00868223528950008
alain borne,andre gide,alain%20borne,andre%20gide,0,18,16619,0,0,0
andre gide,alain laubreaux,andre%20gide,alain%20laubreaux,4,16619,941,0.000240688368734581,0.00425079702444208,0.00224574269658833
albert beguin,andre gide,albert%20beguin,andre%20gide,4,265,16619,0.0150943396226415,0.000240688368734581,0.00766751399568804
albert camus,andre gide,albert%20camus,andre%20gide,0,100,16619,0,0,0
alexandre arnoux,andre gide,alexandre%20arnoux,andre%20gide,39,5329,16619,0.00731844623756802,0.00234671159516216,0.00483257891636509
andre billy,andre gide,andre%20billy,andre%20gide,48,10320,16619,0.00465116279069767,0.00288826042481497,0.00376971160775632
andre chamson,andre gide,andre%20chamson,andre%20gide,140,2853,16619,0.0490711531720995,0.00842409290571033,0.0287476230389049
andre chaumeix,andre gide,andre%20chaumeix,andre%20gide,10,7113,16619,0.00140587656403768,0.000601720921836452,0.00100379874293706
andre chevrillon,andre gide,andre%20chevrillon,andre%20gide,23,2737,16619,0.00840336134453781,0.00138395812022384,0.00489365973238083
andre demaison,andre gide,andre%20demaison,andre%20gide,12,3284,16619,0.00365408038976857,0.000722065106203743,0.00218807274798616
andre frenaud,andre gide,andre%20frenaud,andre%20gide,0,13,16619,0,0,0
abel bonnard,andre malraux,abel%20bonnard,andre%20malraux,8,7883,3343,0.0010148420652036,0.00239306012563566,0.00170395109541963
abel hermant,andre malraux,abel%20hermant,andre%20malraux,7,14207,3343,0.000492714858872387,0.0020939276099312,0.00129332123440179
alain borne,andre malraux,alain%20borne,andre%20malraux,0,18,3343,0,0,0
alain laubreaux,andre malraux,alain%20laubreaux,andre%20malraux,9,941,3343,0.00956429330499469,0.00269219264134011,0.0061282429731674
albert beguin,andre malraux,albert%20beguin,andre%20malraux,0,265,3343,0,0,0
albert camus,andre malraux,albert%20camus,andre%20malraux,0,100,3343,0,0,0
alexandre arnoux,andre malraux,alexandre%20arnoux,andre%20malraux,3,5329,3343,0.000562957402889848,0.000897397547113371,0.00073017747500161
andre billy,andre malraux,andre%20billy,andre%20malraux,15,10320,3343,0.00145348837209302,0.00448698773556686,0.00297023805382994
andre chamson,andre malraux,andre%20chamson,andre%20malraux,196,2853,3343,0.0686996144409394,0.0586299730780736,0.0636647937595065
andre chaumeix,andre malraux,andre%20chaumeix,andre%20malraux,0,7113,3343,0,0,0
andre chevrillon,andre malraux,andre%20chevrillon,andre%20malraux,0,2737,3343,0,0,0
andre demaison,andre malraux,andre%20demaison,andre%20malraux,5,3284,3343,0.00152253349573691,0.00149566257852229,0.0015090980371296
andre frenaud,andre malraux,andre%20frenaud,andre%20malraux,0,13,3343,0,0,0
andre gide,andre malraux,andre%20gide,andre%20malraux,345,16619,3343,0.0207593718033576,0.103200717918038,0.0619800448606976
abel bonnard,andre maurois,abel%20bonnard,andre%20maurois,318,7883,20351,0.0403399720918432,0.0156257677755393,0.0279828699336912
abel hermant,andre maurois,abel%20hermant,andre%20maurois,354,14207,20351,0.0249172942915464,0.0173947226180532,0.0211560084547998
alain borne,andre maurois,alain%20borne,andre%20maurois,0,18,20351,0,0,0
alain laubreaux,andre maurois,alain%20laubreaux,andre%20maurois,2,941,20351,0.00212539851222104,9.8275269028549e-05,0.0011118368906248
albert beguin,andre maurois,albert%20beguin,andre%20maurois,2,265,20351,0.00754716981132075,9.8275269028549e-05,0.00382272254017465
albert camus,andre maurois,albert%20camus,andre%20maurois,0,100,20351,0,0,0
alexandre arnoux,andre maurois,alexandre%20arnoux,andre%20maurois,200,5329,20351,0.0375304935259899,0.0098275269028549,0.0236790102144224
andre billy,andre maurois,andre%20billy,andre%20maurois,156,10320,20351,0.0151162790697674,0.00766547098422682,0.0113908750269971
andre chamson,andre maurois,andre%20chamson,andre%20maurois,121,2853,20351,0.0424114966701718,0.00594565377622721,0.0241785752231995
andre chaumeix,andre maurois,andre%20chaumeix,andre%20maurois,106,7113,20351,0.0149022915787994,0.0052085892585131,0.0100554404186562
andre chevrillon,andre maurois,andre%20chevrillon,andre%20maurois,98,2737,20351,0.0358056265984655,0.0048154881823989,0.0203105573904322
andre demaison,andre maurois,andre%20demaison,andre%20maurois,106,3284,20351,0.0322777101096224,0.0052085892585131,0.0187431496840678
andre frenaud,andre maurois,andre%20frenaud,andre%20maurois,0,13,20351,0,0,0
andre gide,andre maurois,andre%20gide,andre%20maurois,422,16619,20351,0.0253926229014983,0.0207360817650238,0.0230643523332611
andre malraux,andre maurois,andre%20malraux,andre%20maurois,81,3343,20351,0.024229733772061,0.00398014839565623,0.0141049410838586
abel bonnard,andre rousseaux,abel%20bonnard,andre%20rousseaux,12,7883,3344,0.0015222630978054,0.00358851674641148,0.00255538992210844
abel hermant,andre rousseaux,abel%20hermant,andre%20rousseaux,23,14207,3344,0.0016189202505807,0.00687799043062201,0.00424845534060135
alain borne,andre rousseaux,alain%20borne,andre%20rousseaux,0,18,3344,0,0,0
alain laubreaux,andre rousseaux,alain%20laubreaux,andre%20rousseaux,4,941,3344,0.00425079702444208,0.00119617224880383,0.00272348463662296
albert beguin,andre rousseaux,albert%20beguin,andre%20rousseaux,5,265,3344,0.0188679245283019,0.00149521531100478,0.0101815699196533
albert camus,andre rousseaux,albert%20camus,andre%20rousseaux,0,100,3344,0,0,0
alexandre arnoux,andre rousseaux,alexandre%20arnoux,andre%20rousseaux,20,5329,3344,0.00375304935259899,0.00598086124401914,0.00486695529830906
andre billy,andre rousseaux,andre%20billy,andre%20rousseaux,52,10320,3344,0.00503875968992248,0.0155502392344498,0.0102944994621861
andre chamson,andre rousseaux,andre%20chamson,andre%20rousseaux,3,2853,3344,0.0010515247108307,0.000897129186602871,0.000974326948716788
andre chaumeix,andre rousseaux,andre%20chaumeix,andre%20rousseaux,13,7113,3344,0.00182763953324898,0.00388755980861244,0.00285759967093071
andre chevrillon,andre rousseaux,andre%20chevrillon,andre%20rousseaux,0,2737,3344,0,0,0
andre demaison,andre rousseaux,andre%20demaison,andre%20rousseaux,9,3284,3344,0.00274056029232643,0.00269138755980861,0.00271597392606752
andre frenaud,andre rousseaux,andre%20frenaud,andre%20rousseaux,0,13,3344,0,0,0
andre gide,andre rousseaux,andre%20gide,andre%20rousseaux,39,16619,3344,0.00234671159516216,0.0116626794258373,0.00700469551049974
andre malraux,andre rousseaux,andre%20malraux,andre%20rousseaux,16,3343,3344,0.00478612025127131,0.00478468899521531,0.00478540462324331
andre maurois,andre rousseaux,andre%20maurois,andre%20rousseaux,75,20351,3344,0.00368532258857059,0.0224282296650718,0.0130567761268212
abel bonnard,andre salmon,abel%20bonnard,andre%20salmon,20,7883,7480,0.00253710516300901,0.00267379679144385,0.00260545097722643
abel hermant,andre salmon,abel%20hermant,andre%20salmon,28,14207,7480,0.00197085943548955,0.00374331550802139,0.00285708747175547
alain borne,andre salmon,alain%20borne,andre%20salmon,0,18,7480,0,0,0
alain laubreaux,andre salmon,alain%20laubreaux,andre%20salmon,9,941,7480,0.00956429330499469,0.00120320855614973,0.00538375093057221
albert beguin,andre salmon,albert%20beguin,andre%20salmon,0,265,7480,0,0,0
albert camus,andre salmon,albert%20camus,andre%20salmon,0,100,7480,0,0,0
alexandre arnoux,andre salmon,alexandre%20arnoux,andre%20salmon,74,5329,7480,0.0138862826046163,0.00989304812834225,0.0118896653664792
andre billy,andre salmon,andre%20billy,andre%20salmon,151,10320,7480,0.0146317829457364,0.0201871657754011,0.0174094743605688
andre chamson,andre salmon,andre%20chamson,andre%20salmon,12,2853,7480,0.00420609884332282,0.00160427807486631,0.00290518845909456
andre chaumeix,andre salmon,andre%20chaumeix,andre%20salmon,5,7113,7480,0.000702938282018839,0.000668449197860963,0.000685693739939901
andre chevrillon,andre salmon,andre%20chevrillon,andre%20salmon,4,2737,7480,0.00146145414687614,0.00053475935828877,0.000998106752582456
andre demaison,andre salmon,andre%20demaison,andre%20salmon,10,3284,7480,0.00304506699147381,0.00133689839572193,0.00219098269359787
andre frenaud,andre salmon,andre%20frenaud,andre%20salmon,0,13,7480,0,0,0
andre gide,andre salmon,andre%20gide,andre%20salmon,114,16619,7480,0.00685961850893556,0.0152406417112299,0.0110501301100828
andre malraux,andre salmon,andre%20malraux,andre%20salmon,8,3343,7480,0.00239306012563566,0.00106951871657754,0.0017312894211066
andre maurois,andre salmon,andre%20maurois,andre%20salmon,72,20351,7480,0.00353790968502776,0.00962566844919786,0.00658178906711281
andre rousseaux,andre salmon,andre%20rousseaux,andre%20salmon,11,3344,7480,0.00328947368421053,0.00147058823529412,0.00238003095975232
abel bonnard,andre therive,abel%20bonnard,andre%20therive,59,7883,9129,0.00748446023087657,0.0064629203636762,0.00697369029727638
abel hermant,andre therive,abel%20hermant,andre%20therive,250,14207,9129,0.0175969592454424,0.027385255778289,0.0224911075118657
alain borne,andre therive,alain%20borne,andre%20therive,0,18,9129,0,0,0
alain laubreaux,andre therive,alain%20laubreaux,andre%20therive,1,941,9129,0.00106269925611052,0.000109541023113156,0.000586120139611838
albert beguin,andre therive,albert%20beguin,andre%20therive,2,265,9129,0.00754716981132075,0.000219082046226312,0.00388312592877353
albert camus,andre therive,albert%20camus,andre%20therive,0,100,9129,0,0,0
alexandre arnoux,andre therive,alexandre%20arnoux,andre%20therive,102,5329,9129,0.0191405516982548,0.0111731843575419,0.0151568680278984
andre billy,andre therive,andre%20billy,andre%20therive,240,10320,9129,0.0232558139534884,0.0262898455471574,0.0247728297503229
andre chamson,andre therive,andre%20chamson,andre%20therive,39,2853,9129,0.0136698212407992,0.00427209990141308,0.00897096057110612
andre chaumeix,andre therive,andre%20chaumeix,andre%20therive,22,7113,9129,0.00309292844088289,0.00240990250848943,0.00275141547468616
andre chevrillon,andre therive,andre%20chevrillon,andre%20therive,6,2737,9129,0.00219218122031421,0.000657246138678935,0.00142471367949657
andre demaison,andre therive,andre%20demaison,andre%20therive,48,3284,9129,0.0146163215590743,0.00525796910943148,0.00993714533425289
andre frenaud,andre therive,andre%20frenaud,andre%20therive,0,13,9129,0,0,0
andre gide,andre therive,andre%20gide,andre%20therive,102,16619,9129,0.00613755340273181,0.0111731843575419,0.00865536888013686
andre malraux,andre therive,andre%20malraux,andre%20therive,24,3343,9129,0.00717918037690697,0.00262898455471574,0.00490408246581136
andre maurois,andre therive,andre%20maurois,andre%20therive,308,20351,9129,0.0151343914303965,0.033738635118852,0.0244365132746243
andre rousseaux,andre therive,andre%20rousseaux,andre%20therive,60,3344,9129,0.0179425837320574,0.00657246138678935,0.0122575225594234
andre salmon,andre therive,andre%20salmon,andre%20therive,50,7480,9129,0.00668449197860963,0.00547705115565779,0.00608077156713371
abel bonnard,andre wurmser,abel%20bonnard,andre%20wurmser,1,7883,646,0.00012685525815045,0.00154798761609907,0.000837421437124761
abel hermant,andre wurmser,abel%20hermant,andre%20wurmser,0,14207,646,0,0,0
alain borne,andre wurmser,alain%20borne,andre%20wurmser,0,18,646,0,0,0
alain laubreaux,andre wurmser,alain%20laubreaux,andre%20wurmser,0,941,646,0,0,0
albert beguin,andre wurmser,albert%20beguin,andre%20wurmser,0,265,646,0,0,0
albert camus,andre wurmser,albert%20camus,andre%20wurmser,0,100,646,0,0,0
alexandre arnoux,andre wurmser,alexandre%20arnoux,andre%20wurmser,0,5329,646,0,0,0
andre billy,andre wurmser,andre%20billy,andre%20wurmser,1,10320,646,9.68992248062015e-05,0.00154798761609907,0.000822443420452636
andre chamson,andre wurmser,andre%20chamson,andre%20wurmser,32,2853,646,0.0112162635821942,0.0495356037151703,0.0303759336486822
andre chaumeix,andre wurmser,andre%20chaumeix,andre%20wurmser,0,7113,646,0,0,0
andre chevrillon,andre wurmser,andre%20chevrillon,andre%20wurmser,0,2737,646,0,0,0
andre demaison,andre wurmser,andre%20demaison,andre%20wurmser,2,3284,646,0.000609013398294762,0.00309597523219814,0.00185249431524645
andre frenaud,andre wurmser,andre%20frenaud,andre%20wurmser,0,13,646,0,0,0
andre gide,andre wurmser,andre%20gide,andre%20wurmser,28,16619,646,0.00168481858114207,0.043343653250774,0.022514235915958
andre malraux,andre wurmser,andre%20malraux,andre%20wurmser,15,3343,646,0.00448698773556686,0.0232198142414861,0.0138534009885265
andre maurois,andre wurmser,andre%20maurois,andre%20wurmser,2,20351,646,9.8275269028549e-05,0.00309597523219814,0.00159712525061335
andre rousseaux,andre wurmser,andre%20rousseaux,andre%20wurmser,1,3344,646,0.000299043062200957,0.00154798761609907,0.000923515339150014
andre salmon,andre wurmser,andre%20salmon,andre%20wurmser,0,7480,646,0,0,0
andre therive,andre wurmser,andre%20therive,andre%20wurmser,2,9129,646,0.000219082046226312,0.00309597523219814,0.00165752863921223
abel bonnard,andree viollis,abel%20bonnard,andree%20viollis,10,7883,3309,0.0012685525815045,0.00302206104563312,0.00214530681356881
abel hermant,andree viollis,abel%20hermant,andree%20viollis,2,14207,3309,0.000140775673963539,0.000604412209126624,0.000372593941545082
alain borne,andree viollis,alain%20borne,andree%20viollis,0,18,3309,0,0,0
alain laubreaux,andree viollis,alain%20laubreaux,andree%20viollis,2,941,3309,0.00212539851222104,0.000604412209126624,0.00136490536067383
albert beguin,andree viollis,albert%20beguin,andree%20viollis,0,265,3309,0,0,0
albert camus,andree viollis,albert%20camus,andree%20viollis,0,100,3309,0,0,0
alexandre arnoux,andree viollis,alexandre%20arnoux,andree%20viollis,7,5329,3309,0.00131356727340965,0.00211544273194319,0.00171450500267642
andre billy,andree viollis,andre%20billy,andree%20viollis,2,10320,3309,0.000193798449612403,0.000604412209126624,0.000399105329369514
andre chamson,andree viollis,andre%20chamson,andree%20viollis,73,2853,3309,0.0255871012968805,0.0220610456331218,0.0238240734650011
andre chaumeix,andree viollis,andre%20chaumeix,andree%20viollis,7,7113,3309,0.000984113594826374,0.00211544273194319,0.00154977816338478
andre chevrillon,andree viollis,andre%20chevrillon,andree%20viollis,4,2737,3309,0.00146145414687614,0.00120882441825325,0.0013351392825647
andre demaison,andree viollis,andre%20demaison,andree%20viollis,1,3284,3309,0.000304506699147381,0.000302206104563312,0.000303356401855347
andre frenaud,andree viollis,andre%20frenaud,andree%20viollis,0,13,3309,0,0,0
andre gide,andree viollis,andre%20gide,andree%20viollis,74,16619,3309,0.00445273482158975,0.0223632517376851,0.0134079932796374
andre malraux,andree viollis,andre%20malraux,andree%20viollis,67,3343,3309,0.0200418785521986,0.0202478090057419,0.0201448437789703
andre maurois,andree viollis,andre%20maurois,andree%20viollis,24,20351,3309,0.00117930322834259,0.00725294650951949,0.00421612486893104
andre rousseaux,andree viollis,andre%20rousseaux,andree%20viollis,0,3344,3309,0,0,0
andre salmon,andree viollis,andre%20salmon,andree%20viollis,42,7480,3309,0.00561497326203209,0.0126926563916591,0.0091538148268456
andre therive,andree viollis,andre%20therive,andree%20viollis,9,9129,3309,0.000985869208018403,0.00271985494106981,0.00185286207454411
andree viollis,andre wurmser,andree%20viollis,andre%20wurmser,17,3309,646,0.00513750377757631,0.0263157894736842,0.0157266466256303
abel bonnard,armand petitjean,abel%20bonnard,armand%20petitjean,0,7883,128,0,0,0
abel hermant,armand petitjean,abel%20hermant,armand%20petitjean,0,14207,128,0,0,0
alain borne,armand petitjean,alain%20borne,armand%20petitjean,0,18,128,0,0,0
alain laubreaux,armand petitjean,alain%20laubreaux,armand%20petitjean,0,941,128,0,0,0
albert beguin,armand petitjean,albert%20beguin,armand%20petitjean,0,265,128,0,0,0
albert camus,armand petitjean,albert%20camus,armand%20petitjean,0,100,128,0,0,0
alexandre arnoux,armand petitjean,alexandre%20arnoux,armand%20petitjean,0,5329,128,0,0,0
andre billy,armand petitjean,andre%20billy,armand%20petitjean,1,10320,128,9.68992248062015e-05,0.0078125,0.0039546996124031
andre chamson,armand petitjean,andre%20chamson,armand%20petitjean,1,2853,128,0.000350508236943568,0.0078125,0.00408150411847178
andre chaumeix,armand petitjean,andre%20chaumeix,armand%20petitjean,0,7113,128,0,0,0
andre chevrillon,armand petitjean,andre%20chevrillon,armand%20petitjean,0,2737,128,0,0,0
andre demaison,armand petitjean,andre%20demaison,armand%20petitjean,0,3284,128,0,0,0
andre frenaud,armand petitjean,andre%20frenaud,armand%20petitjean,0,13,128,0,0,0
andre gide,armand petitjean,andre%20gide,armand%20petitjean,2,16619,128,0.00012034418436729,0.015625,0.00787267209218365
andre malraux,armand petitjean,andre%20malraux,armand%20petitjean,0,3343,128,0,0,0
andre maurois,armand petitjean,andre%20maurois,armand%20petitjean,1,20351,128,4.91376345142745e-05,0.0078125,0.00393081881725714
armand petitjean,andre rousseaux,armand%20petitjean,andre%20rousseaux,0,128,3344,0,0,0
armand petitjean,andre salmon,armand%20petitjean,andre%20salmon,0,128,7480,0,0,0
armand petitjean,andre therive,armand%20petitjean,andre%20therive,0,128,9129,0,0,0
armand petitjean,andre wurmser,armand%20petitjean,andre%20wurmser,0,128,646,0,0,0
armand petitjean,andree viollis,armand%20petitjean,andree%20viollis,0,128,3309,0,0,0
abel bonnard,armand salacrou,abel%20bonnard,armand%20salacrou,0,7883,2999,0,0,0
abel hermant,armand salacrou,abel%20hermant,armand%20salacrou,2,14207,2999,0.000140775673963539,0.000666888962987663,0.000403832318475601
alain borne,armand salacrou,alain%20borne,armand%20salacrou,0,18,2999,0,0,0
alain laubreaux,armand salacrou,alain%20laubreaux,armand%20salacrou,2,941,2999,0.00212539851222104,0.000666888962987663,0.00139614373760435
albert beguin,armand salacrou,albert%20beguin,armand%20salacrou,0,265,2999,0,0,0
albert camus,armand salacrou,albert%20camus,armand%20salacrou,0,100,2999,0,0,0
alexandre arnoux,armand salacrou,alexandre%20arnoux,armand%20salacrou,19,5329,2999,0.00356539688496904,0.00633544514838279,0.00495042101667592
andre billy,armand salacrou,andre%20billy,armand%20salacrou,0,10320,2999,0,0,0
andre chamson,armand salacrou,andre%20chamson,armand%20salacrou,0,2853,2999,0,0,0
andre chaumeix,armand salacrou,andre%20chaumeix,armand%20salacrou,0,7113,2999,0,0,0
andre chevrillon,armand salacrou,andre%20chevrillon,armand%20salacrou,0,2737,2999,0,0,0
andre demaison,armand salacrou,andre%20demaison,armand%20salacrou,2,3284,2999,0.000609013398294762,0.000666888962987663,0.000637951180641212
andre frenaud,armand salacrou,andre%20frenaud,armand%20salacrou,0,13,2999,0,0,0
andre gide,armand salacrou,andre%20gide,armand%20salacrou,12,16619,2999,0.000722065106203743,0.00400133377792598,0.00236169944206486
andre malraux,armand salacrou,andre%20malraux,armand%20salacrou,0,3343,2999,0,0,0
andre maurois,armand salacrou,andre%20maurois,armand%20salacrou,6,20351,2999,0.000294825807085647,0.00200066688896299,0.00114774634802432
andre rousseaux,armand salacrou,andre%20rousseaux,armand%20salacrou,0,3344,2999,0,0,0
armand salacrou,andre salmon,armand%20salacrou,andre%20salmon,1,2999,7480,0.000333444481493831,0.000133689839572193,0.000233567160533012
armand salacrou,andre therive,armand%20salacrou,andre%20therive,1,2999,9129,0.000333444481493831,0.000109541023113156,0.000221492752303494
armand salacrou,andre wurmser,armand%20salacrou,andre%20wurmser,0,2999,646,0,0,0
armand salacrou,andree viollis,armand%20salacrou,andree%20viollis,2,2999,3309,0.000666888962987663,0.000604412209126624,0.000635650586057143
