ecrivain_1,ecrivain_2,requete_1,requete_2,count,base1,base2,ratio_1,ratio_2,ratio_moy
jean giraudoux,henri pourrat,jean%20giraudoux,henri%20pourrat,36,14901,2593,0.00241594523857459,0.0138835325877362,0.0081497389131554
jean giraudoux,henri troyat,jean%20giraudoux,henri%20troyat,3,14901,889,0.000201328769881216,0.00337457817772778,0.0017879534738045
henry bordeaux,jean giraudoux,henry%20bordeaux,jean%20giraudoux,92,28835,14901,0.00319056701924744,0.00617408227635729,0.00468232464780237
jean giraudoux,henry malherbe,jean%20giraudoux,henry%20malherbe,51,14901,2804,0.00342258908798067,0.018188302425107,0.0108054457565438
jean giraudoux,henry poulaille,jean%20giraudoux,henry%20poulaille,12,14901,2126,0.000805315079524864,0.00564440263405456,0.00322485885678971
jacques audiberti,jean giraudoux,jacques%20audiberti,jean%20giraudoux,2,131,14901,0.0152671755725191,0.000134219179920811,0.00770069737621995
jacques boulenger,jean giraudoux,jacques%20boulenger,jean%20giraudoux,34,3858,14901,0.00881285640228098,0.00228172605865378,0.00554729123046738
jacques chardonne,jean giraudoux,jacques%20chardonne,jean%20giraudoux,132,2349,14901,0.0561941251596424,0.0088584658747735,0.032526295517208
jacques debu-bridel,jean giraudoux,jacques%20debu%20bridel,jean%20giraudoux,0,279,14901,0,0,0
jacques decour,jean giraudoux,jacques%20decour,jean%20giraudoux,3,97,14901,0.0309278350515464,0.000201328769881216,0.0155645819107138
jean giraudoux,jacques madaule,jean%20giraudoux,jacques%20madaule,4,14901,772,0.000268438359841621,0.00518134715025907,0.00272489275505034
jean giraudoux,jacques maritain,jean%20giraudoux,jacques%20maritain,14,14901,2937,0.000939534259445675,0.00476676881171263,0.00285315153557915
jean giraudoux,jean-paul sartre,jean%20giraudoux,jean%20paul%20sartre,4,14901,167,0.000268438359841621,0.0239520958083832,0.0121102670841124
jean ajalbert,jean giraudoux,jean%20ajalbert,jean%20giraudoux,19,5623,14901,0.00337897919260181,0.0012750822092477,0.00232703070092476
jean anouilh,jean giraudoux,jean%20anouilh,jean%20giraudoux,32,1979,14901,0.0161697827185447,0.00214750687873297,0.00915864479863885
jean blanzat,jean giraudoux,jean%20blanzat,jean%20giraudoux,10,362,14901,0.0276243093922652,0.000671095899604053,0.0141477026459346
jean cassou,jean giraudoux,jean%20cassou,jean%20giraudoux,90,5611,14901,0.0160399215826056,0.00603986309643648,0.011039892339521
jean cocteau,jean giraudoux,jean%20cocteau,jean%20giraudoux,322,14011,14901,0.0229819427592606,0.0216092879672505,0.0222956153632555
jean follain,jean giraudoux,jean%20follain,jean%20giraudoux,2,318,14901,0.00628930817610063,0.000134219179920811,0.00321176367801072
jean giono,jean giraudoux,jean%20giono,jean%20giraudoux,110,4050,14901,0.0271604938271605,0.00738205489564459,0.0172712743614025
abel bonnard,jean guehenno,abel%20bonnard,jean%20guehenno,5,7883,1601,0.000634276290752252,0.00312304809494066,0.00187866219284646
jean guehenno,abel hermant,jean%20guehenno,abel%20hermant,3,1601,14207,0.0018738288569644,0.000211163510945309,0.00104249618395485
alain borne,jean guehenno,alain%20borne,jean%20guehenno,0,18,1601,0,0,0
jean guehenno,alain laubreaux,jean%20guehenno,alain%20laubreaux,2,1601,941,0.00124921923797626,0.00212539851222104,0.00168730887509865
albert beguin,jean guehenno,albert%20beguin,jean%20guehenno,0,265,1601,0,0,0
albert camus,jean guehenno,albert%20camus,jean%20guehenno,0,100,1601,0,0,0
alexandre arnoux,jean guehenno,alexandre%20arnoux,jean%20guehenno,3,5329,1601,0.000562957402889848,0.0018738288569644,0.00121839312992712
andre billy,jean guehenno,andre%20billy,jean%20guehenno,8,10320,1601,0.000775193798449612,0.00499687695190506,0.00288603537517734
andre chamson,jean guehenno,andre%20chamson,jean%20guehenno,261,2853,1601,0.0914826498422713,0.163023110555903,0.127252880199087
andre chaumeix,jean guehenno,andre%20chaumeix,jean%20guehenno,0,7113,1601,0,0,0
andre chevrillon,jean guehenno,andre%20chevrillon,jean%20guehenno,7,2737,1601,0.00255754475703325,0.00437226733291693,0.00346490604497509
andre demaison,jean guehenno,andre%20demaison,jean%20guehenno,4,3284,1601,0.00121802679658952,0.00249843847595253,0.00185823263627103
andre frenaud,jean guehenno,andre%20frenaud,jean%20guehenno,0,13,1601,0,0,0
andre gide,jean guehenno,andre%20gide,jean%20guehenno,144,16619,1601,0.00866478127444491,0.0899437851342911,0.049304283204368
jean guehenno,andre malraux,jean%20guehenno,andre%20malraux,100,1601,3343,0.0624609618988132,0.0299132515704457,0.0461871067346295
jean guehenno,andre maurois,jean%20guehenno,andre%20maurois,31,1601,20351,0.0193628981886321,0.00152326666994251,0.0104430824292873
jean guehenno,andre rousseaux,jean%20guehenno,andre%20rousseaux,7,1601,3344,0.00437226733291693,0.0020933014354067,0.00323278438416181
jean guehenno,andre salmon,jean%20guehenno,andre%20salmon,0,1601,7480,0,0,0
jean guehenno,andre therive,jean%20guehenno,andre%20therive,10,1601,9129,0.00624609618988132,0.00109541023113156,0.00367075321050644
jean guehenno,andre wurmser,jean%20guehenno,andre%20wurmser,16,1601,646,0.00999375390381012,0.0247678018575851,0.0173807778806976
jean guehenno,andree viollis,jean%20guehenno,andree%20viollis,49,1601,3309,0.0306058713304185,0.0148080991236023,0.0227069852270104
jean guehenno,armand petitjean,jean%20guehenno,armand%20petitjean,1,1601,128,0.000624609618988132,0.0078125,0.00421855480949407
jean guehenno,armand salacrou,jean%20guehenno,armand%20salacrou,0,1601,2999,0,0,0
auguste angles,jean guehenno,auguste%20angles,jean%20guehenno,0,11,1601,0,0,0
jean guehenno,charles maurras,jean%20guehenno,charles%20maurras,8,1601,27344,0.00499687695190506,0.000292568753657109,0.00264472285278108
jean guehenno,charles plisnier,jean%20guehenno,charles%20plisnier,1,1601,719,0.000624609618988132,0.00139082058414465,0.00100771510156639
jean guehenno,charles vildrac,jean%20guehenno,charles%20vildrac,51,1601,5850,0.0318550905683948,0.00871794871794872,0.0202865196431717
claude aveline,jean guehenno,claude%20aveline,jean%20guehenno,32,2018,1601,0.0158572844400396,0.0199875078076202,0.0179223961238299
claude farrere,jean guehenno,claude%20farrere,jean%20guehenno,2,24465,1601,8.17494379726139e-05,0.00124921923797626,0.000665484337974439
jean guehenno,claude morgan,jean%20guehenno,claude%20morgan,1,1601,582,0.000624609618988132,0.00171821305841924,0.00117141133870369
jean guehenno,claude roy,jean%20guehenno,claude%20roy,0,1601,264,0,0,0
jean guehenno,daniel halevy,jean%20guehenno,daniel%20halevy,25,1601,4187,0.0156152404747033,0.0059708621925006,0.010793051333602
jean guehenno,edith thomas,jean%20guehenno,edith%20thomas,2,1601,392,0.00124921923797626,0.00510204081632653,0.0031756300271514
jean guehenno,edmond jaloux,jean%20guehenno,edmond%20jaloux,6,1601,11625,0.00374765771392879,0.000516129032258065,0.00213189337309343
edouard estaunie,jean guehenno,edouard%20estaunie,jean%20guehenno,0,3594,1601,0,0,0
jean guehenno,edouard peisson,jean%20guehenno,edouard%20peisson,4,1601,1226,0.00249843847595253,0.0032626427406199,0.00288054060828622
jean guehenno,elsa triolet,jean%20guehenno,elsa%20triolet,1,1601,87,0.000624609618988132,0.0114942528735632,0.00605943124627568
jean guehenno,emile henriot,jean%20guehenno,emile%20henriot,2,1601,7531,0.00124921923797626,0.000265568981542956,0.00075739410975961
jean guehenno,eugene guillevic,jean%20guehenno,eugene%20guillevic,0,1601,8,0,0,0
francis carco,jean guehenno,francis%20carco,jean%20guehenno,4,15214,1601,0.00026291573550677,0.00249843847595253,0.00138067710572965
jean guehenno,francis ponge,jean%20guehenno,francis%20ponge,0,1601,49,0,0,0
jean guehenno,françois mauriac,jean%20guehenno,françois%20mauriac,35,1601,15605,0.0218613366645846,0.00224287087471964,0.0120521037696521
gabriel audisio,jean guehenno,gabriel%20audisio,jean%20guehenno,6,928,1601,0.00646551724137931,0.00374765771392879,0.00510658747765405
gabriel chevallier,jean guehenno,gabriel%20chevallier,jean%20guehenno,5,1071,1601,0.00466853408029879,0.00312304809494066,0.00389579108761972
jean guehenno,gabriel marcel,jean%20guehenno,gabriel%20marcel,18,1601,4065,0.0112429731417864,0.0044280442804428,0.00783550871111459
georges adam,jean guehenno,georges%20adam,jean%20guehenno,0,490,1601,0,0,0
georges bataille,jean guehenno,georges%20bataille,jean%20guehenno,0,871,1601,0,0,0
georges bernanos,jean guehenno,georges%20bernanos,jean%20guehenno,29,2593,1601,0.0111839568067875,0.0181136789506558,0.0146488178787217
georges duhamel,jean guehenno,georges%20duhamel,jean%20guehenno,154,18930,1601,0.00813523507659799,0.0961898813241724,0.0521625582003852
jean guehenno,georges lecomte,jean%20guehenno,georges%20lecomte,0,1601,18254,0,0,0
jean guehenno,georges oudard,jean%20guehenno,georges%20oudard,0,1601,2014,0,0,0
jean guehenno,georges pelorson,jean%20guehenno,georges%20pelorson,0,1601,58,0,0,0
jean guehenno,georges sadoul,jean%20guehenno,georges%20sadoul,3,1601,400,0.0018738288569644,0.0075,0.0046869144284822
gerard bauer,jean guehenno,gerard%20bauer,jean%20guehenno,4,4336,1601,0.000922509225092251,0.00249843847595253,0.00171047385052239
jean guehenno,gonzague truc,jean%20guehenno,gonzague%20truc,0,1601,2645,0,0,0
jean guehenno,gustave thibon,jean%20guehenno,gustave%20thibon,0,1601,52,0,0,0
henri gheon,jean guehenno,henri%20gheon,jean%20guehenno,0,6448,1601,0,0,0
jean guehenno,henri lavedan,jean%20guehenno,henri%20lavedan,2,1601,8202,0.00124921923797626,0.000243842965130456,0.00074653110155336
jean guehenno,henri massis,jean%20guehenno,henri%20massis,19,1601,5298,0.0118675827607745,0.00358625896564741,0.00772692086321097
jean guehenno,henri pourrat,jean%20guehenno,henri%20pourrat,8,1601,2593,0.00499687695190506,0.00308522946394138,0.00404105320792322
jean guehenno,henri troyat,jean%20guehenno,henri%20troyat,4,1601,889,0.00249843847595253,0.00449943757030371,0.00349893802312812
henry bordeaux,jean guehenno,henry%20bordeaux,jean%20guehenno,4,28835,1601,0.000138720305184671,0.00249843847595253,0.0013185793905686
jean guehenno,henry malherbe,jean%20guehenno,henry%20malherbe,0,1601,2804,0,0,0
jean guehenno,henry poulaille,jean%20guehenno,henry%20poulaille,11,1601,2126,0.00687070580886946,0.00517403574788335,0.0060223707783764
jacques audiberti,jean guehenno,jacques%20audiberti,jean%20guehenno,0,131,1601,0,0,0
jacques boulenger,jean guehenno,jacques%20boulenger,jean%20guehenno,0,3858,1601,0,0,0
jacques chardonne,jean guehenno,jacques%20chardonne,jean%20guehenno,9,2349,1601,0.00383141762452107,0.00562148657089319,0.00472645209770713
jacques debu-bridel,jean guehenno,jacques%20debu%20bridel,jean%20guehenno,1,279,1601,0.003584229390681,0.000624609618988132,0.00210441950483457
jacques decour,jean guehenno,jacques%20decour,jean%20guehenno,1,97,1601,0.0103092783505155,0.000624609618988132,0.0054669439847518
jean guehenno,jacques madaule,jean%20guehenno,jacques%20madaule,6,1601,772,0.00374765771392879,0.0077720207253886,0.0057598392196587
jean guehenno,jacques maritain,jean%20guehenno,jacques%20maritain,44,1601,2937,0.0274828232354778,0.0149812734082397,0.0212320483218588
jean guehenno,jean-paul sartre,jean%20guehenno,jean%20paul%20sartre,0,1601,167,0,0,0
jean ajalbert,jean guehenno,jean%20ajalbert,jean%20guehenno,2,5623,1601,0.000355682020273875,0.00124921923797626,0.00080245062912507
jean anouilh,jean guehenno,jean%20anouilh,jean%20guehenno,0,1979,1601,0,0,0
jean blanzat,jean guehenno,jean%20blanzat,jean%20guehenno,10,362,1601,0.0276243093922652,0.00624609618988132,0.0169352027910733
jean cassou,jean guehenno,jean%20cassou,jean%20guehenno,109,5611,1601,0.0194261272500446,0.0680824484697064,0.0437542878598755
jean cocteau,jean guehenno,jean%20cocteau,jean%20guehenno,9,14011,1601,0.000642352437370637,0.00562148657089319,0.00313191950413191
jean follain,jean guehenno,jean%20follain,jean%20guehenno,0,318,1601,0,0,0
jean giono,jean guehenno,jean%20giono,jean%20guehenno,228,4050,1601,0.0562962962962963,0.142410993129294,0.0993536447127952
jean giraudoux,jean guehenno,jean%20giraudoux,jean%20guehenno,17,14901,1601,0.00114086302932689,0.0106183635227983,0.00587961327606257
abel bonnard,jean lescure,abel%20bonnard,jean%20lescure,0,7883,650,0,0,0
abel hermant,jean lescure,abel%20hermant,jean%20lescure,3,14207,650,0.000211163510945309,0.00461538461538462,0.00241327406316496
alain borne,jean lescure,alain%20borne,jean%20lescure,0,18,650,0,0,0
alain laubreaux,jean lescure,alain%20laubreaux,jean%20lescure,0,941,650,0,0,0
albert beguin,jean lescure,albert%20beguin,jean%20lescure,0,265,650,0,0,0
albert camus,jean lescure,albert%20camus,jean%20lescure,0,100,650,0,0,0
alexandre arnoux,jean lescure,alexandre%20arnoux,jean%20lescure,0,5329,650,0,0,0
andre billy,jean lescure,andre%20billy,jean%20lescure,0,10320,650,0,0,0
andre chamson,jean lescure,andre%20chamson,jean%20lescure,0,2853,650,0,0,0
andre chaumeix,jean lescure,andre%20chaumeix,jean%20lescure,0,7113,650,0,0,0
andre chevrillon,jean lescure,andre%20chevrillon,jean%20lescure,0,2737,650,0,0,0
andre demaison,jean lescure,andre%20demaison,jean%20lescure,0,3284,650,0,0,0
andre frenaud,jean lescure,andre%20frenaud,jean%20lescure,0,13,650,0,0,0
andre gide,jean lescure,andre%20gide,jean%20lescure,0,16619,650,0,0,0
jean lescure,andre malraux,jean%20lescure,andre%20malraux,0,650,3343,0,0,0
jean lescure,andre maurois,jean%20lescure,andre%20maurois,1,650,20351,0.00153846153846154,4.91376345142745e-05,0.000793799586487907
jean lescure,andre rousseaux,jean%20lescure,andre%20rousseaux,0,650,3344,0,0,0
jean lescure,andre salmon,jean%20lescure,andre%20salmon,0,650,7480,0,0,0
jean lescure,andre therive,jean%20lescure,andre%20therive,0,650,9129,0,0,0
jean lescure,andre wurmser,jean%20lescure,andre%20wurmser,0,650,646,0,0,0
jean lescure,andree viollis,jean%20lescure,andree%20viollis,0,650,3309,0,0,0
jean lescure,armand petitjean,jean%20lescure,armand%20petitjean,0,650,128,0,0,0
jean lescure,armand salacrou,jean%20lescure,armand%20salacrou,0,650,2999,0,0,0
auguste angles,jean lescure,auguste%20angles,jean%20lescure,0,11,650,0,0,0
jean lescure,charles maurras,jean%20lescure,charles%20maurras,0,650,27344,0,0,0
jean lescure,charles plisnier,jean%20lescure,charles%20plisnier,0,650,719,0,0,0
jean lescure,charles vildrac,jean%20lescure,charles%20vildrac,0,650,5850,0,0,0
claude aveline,jean lescure,claude%20aveline,jean%20lescure,0,2018,650,0,0,0
claude farrere,jean lescure,claude%20farrere,jean%20lescure,0,24465,650,0,0,0
jean lescure,claude morgan,jean%20lescure,claude%20morgan,0,650,582,0,0,0
jean lescure,claude roy,jean%20lescure,claude%20roy,0,650,264,0,0,0
daniel halevy,jean lescure,daniel%20halevy,jean%20lescure,0,4187,650,0,0,0
jean lescure,edith thomas,jean%20lescure,edith%20thomas,0,650,392,0,0,0
edmond jaloux,jean lescure,edmond%20jaloux,jean%20lescure,0,11625,650,0,0,0
edouard estaunie,jean lescure,edouard%20estaunie,jean%20lescure,0,3594,650,0,0,0
jean lescure,edouard peisson,jean%20lescure,edouard%20peisson,0,650,1226,0,0,0
jean lescure,elsa triolet,jean%20lescure,elsa%20triolet,0,650,87,0,0,0
emile henriot,jean lescure,emile%20henriot,jean%20lescure,0,7531,650,0,0,0
eugene guillevic,jean lescure,eugene%20guillevic,jean%20lescure,0,8,650,0,0,0
francis carco,jean lescure,francis%20carco,jean%20lescure,1,15214,650,6.57289338766925e-05,0.00153846153846154,0.000802095236169115
jean lescure,francis ponge,jean%20lescure,francis%20ponge,0,650,49,0,0,0
jean lescure,françois mauriac,jean%20lescure,françois%20mauriac,0,650,15605,0,0,0
gabriel audisio,jean lescure,gabriel%20audisio,jean%20lescure,0,928,650,0,0,0
gabriel chevallier,jean lescure,gabriel%20chevallier,jean%20lescure,0,1071,650,0,0,0
jean lescure,gabriel marcel,jean%20lescure,gabriel%20marcel,0,650,4065,0,0,0
georges adam,jean lescure,georges%20adam,jean%20lescure,0,490,650,0,0,0
georges bataille,jean lescure,georges%20bataille,jean%20lescure,0,871,650,0,0,0
georges bernanos,jean lescure,georges%20bernanos,jean%20lescure,0,2593,650,0,0,0
georges duhamel,jean lescure,georges%20duhamel,jean%20lescure,0,18930,650,0,0,0
georges lecomte,jean lescure,georges%20lecomte,jean%20lescure,0,18254,650,0,0,0
jean lescure,georges oudard,jean%20lescure,georges%20oudard,0,650,2014,0,0,0
jean lescure,georges pelorson,jean%20lescure,georges%20pelorson,0,650,58,0,0,0
jean lescure,georges sadoul,jean%20lescure,georges%20sadoul,0,650,400,0,0,0
gerard bauer,jean lescure,gerard%20bauer,jean%20lescure,3,4336,650,0.000691881918819188,0.00461538461538462,0.0026536332671019
jean lescure,gonzague truc,jean%20lescure,gonzague%20truc,3,650,2645,0.00461538461538462,0.00113421550094518,0.0028748000581649
jean lescure,gustave thibon,jean%20lescure,gustave%20thibon,0,650,52,0,0,0
henri gheon,jean lescure,henri%20gheon,jean%20lescure,0,6448,650,0,0,0
henri lavedan,jean lescure,henri%20lavedan,jean%20lescure,0,8202,650,0,0,0
jean lescure,henri massis,jean%20lescure,henri%20massis,0,650,5298,0,0,0
jean lescure,henri pourrat,jean%20lescure,henri%20pourrat,0,650,2593,0,0,0
jean lescure,henri troyat,jean%20lescure,henri%20troyat,0,650,889,0,0,0
henry bordeaux,jean lescure,henry%20bordeaux,jean%20lescure,0,28835,650,0,0,0
jean lescure,henry malherbe,jean%20lescure,henry%20malherbe,0,650,2804,0,0,0
jean lescure,henry poulaille,jean%20lescure,henry%20poulaille,0,650,2126,0,0,0
jacques audiberti,jean lescure,jacques%20audiberti,jean%20lescure,0,131,650,0,0,0
jacques boulenger,jean lescure,jacques%20boulenger,jean%20lescure,0,3858,650,0,0,0
jacques chardonne,jean lescure,jacques%20chardonne,jean%20lescure,0,2349,650,0,0,0
jacques debu-bridel,jean lescure,jacques%20debu%20bridel,jean%20lescure,0,279,650,0,0,0
jacques decour,jean lescure,jacques%20decour,jean%20lescure,0,97,650,0,0,0
jean lescure,jacques madaule,jean%20lescure,jacques%20madaule,0,650,772,0,0,0
jean lescure,jacques maritain,jean%20lescure,jacques%20maritain,0,650,2937,0,0,0
jean lescure,jean-paul sartre,jean%20lescure,jean%20paul%20sartre,0,650,167,0,0,0
jean ajalbert,jean lescure,jean%20ajalbert,jean%20lescure,0,5623,650,0,0,0
jean anouilh,jean lescure,jean%20anouilh,jean%20lescure,0,1979,650,0,0,0
jean blanzat,jean lescure,jean%20blanzat,jean%20lescure,0,362,650,0,0,0
jean cassou,jean lescure,jean%20cassou,jean%20lescure,0,5611,650,0,0,0
jean cocteau,jean lescure,jean%20cocteau,jean%20lescure,0,14011,650,0,0,0
jean follain,jean lescure,jean%20follain,jean%20lescure,0,318,650,0,0,0
jean giono,jean lescure,jean%20giono,jean%20lescure,2,4050,650,0.000493827160493827,0.00307692307692308,0.00178537511870845
jean giraudoux,jean lescure,jean%20giraudoux,jean%20lescure,0,14901,650,0,0,0
jean guehenno,jean lescure,jean%20guehenno,jean%20lescure,0,1601,650,0,0,0
abel bonnard,jean marcenac,abel%20bonnard,jean%20marcenac,0,7883,22,0,0,0
abel hermant,jean marcenac,abel%20hermant,jean%20marcenac,0,14207,22,0,0,0
alain borne,jean marcenac,alain%20borne,jean%20marcenac,0,18,22,0,0,0
alain laubreaux,jean marcenac,alain%20laubreaux,jean%20marcenac,0,941,22,0,0,0
albert beguin,jean marcenac,albert%20beguin,jean%20marcenac,0,265,22,0,0,0
albert camus,jean marcenac,albert%20camus,jean%20marcenac,0,100,22,0,0,0
alexandre arnoux,jean marcenac,alexandre%20arnoux,jean%20marcenac,0,5329,22,0,0,0
andre billy,jean marcenac,andre%20billy,jean%20marcenac,0,10320,22,0,0,0
andre chamson,jean marcenac,andre%20chamson,jean%20marcenac,0,2853,22,0,0,0
andre chaumeix,jean marcenac,andre%20chaumeix,jean%20marcenac,0,7113,22,0,0,0
andre chevrillon,jean marcenac,andre%20chevrillon,jean%20marcenac,0,2737,22,0,0,0
andre demaison,jean marcenac,andre%20demaison,jean%20marcenac,0,3284,22,0,0,0
andre frenaud,jean marcenac,andre%20frenaud,jean%20marcenac,0,13,22,0,0,0
andre gide,jean marcenac,andre%20gide,jean%20marcenac,0,16619,22,0,0,0
andre malraux,jean marcenac,andre%20malraux,jean%20marcenac,0,3343,22,0,0,0
jean marcenac,andre maurois,jean%20marcenac,andre%20maurois,0,22,20351,0,0,0
jean marcenac,andre rousseaux,jean%20marcenac,andre%20rousseaux,0,22,3344,0,0,0
jean marcenac,andre salmon,jean%20marcenac,andre%20salmon,0,22,7480,0,0,0
jean marcenac,andre therive,jean%20marcenac,andre%20therive,0,22,9129,0,0,0
jean marcenac,andre wurmser,jean%20marcenac,andre%20wurmser,0,22,646,0,0,0
jean marcenac,andree viollis,jean%20marcenac,andree%20viollis,0,22,3309,0,0,0
jean marcenac,armand petitjean,jean%20marcenac,armand%20petitjean,0,22,128,0,0,0
jean marcenac,armand salacrou,jean%20marcenac,armand%20salacrou,0,22,2999,0,0,0
auguste angles,jean marcenac,auguste%20angles,jean%20marcenac,0,11,22,0,0,0
jean marcenac,charles maurras,jean%20marcenac,charles%20maurras,0,22,27344,0,0,0
jean marcenac,charles plisnier,jean%20marcenac,charles%20plisnier,0,22,719,0,0,0
jean marcenac,charles vildrac,jean%20marcenac,charles%20vildrac,0,22,5850,0,0,0
claude aveline,jean marcenac,claude%20aveline,jean%20marcenac,0,2018,22,0,0,0
claude farrere,jean marcenac,claude%20farrere,jean%20marcenac,0,24465,22,0,0,0
jean marcenac,claude morgan,jean%20marcenac,claude%20morgan,0,22,582,0,0,0
jean marcenac,claude roy,jean%20marcenac,claude%20roy,0,22,264,0,0,0
daniel halevy,jean marcenac,daniel%20halevy,jean%20marcenac,0,4187,22,0,0,0
jean marcenac,edith thomas,jean%20marcenac,edith%20thomas,0,22,392,0,0,0
edmond jaloux,jean marcenac,edmond%20jaloux,jean%20marcenac,0,11625,22,0,0,0
edouard estaunie,jean marcenac,edouard%20estaunie,jean%20marcenac,0,3594,22,0,0,0
jean marcenac,edouard peisson,jean%20marcenac,edouard%20peisson,0,22,1226,0,0,0
jean marcenac,elsa triolet,jean%20marcenac,elsa%20triolet,0,22,87,0,0,0
emile henriot,jean marcenac,emile%20henriot,jean%20marcenac,0,7531,22,0,0,0
eugene guillevic,jean marcenac,eugene%20guillevic,jean%20marcenac,0,8,22,0,0,0
francis carco,jean marcenac,francis%20carco,jean%20marcenac,0,15214,22,0,0,0
jean marcenac,francis ponge,jean%20marcenac,francis%20ponge,0,22,49,0,0,0
jean marcenac,françois mauriac,jean%20marcenac,françois%20mauriac,0,22,15605,0,0,0
gabriel audisio,jean marcenac,gabriel%20audisio,jean%20marcenac,0,928,22,0,0,0
gabriel chevallier,jean marcenac,gabriel%20chevallier,jean%20marcenac,0,1071,22,0,0,0
gabriel marcel,jean marcenac,gabriel%20marcel,jean%20marcenac,0,4065,22,0,0,0
georges adam,jean marcenac,georges%20adam,jean%20marcenac,0,490,22,0,0,0
georges bataille,jean marcenac,georges%20bataille,jean%20marcenac,0,871,22,0,0,0
georges bernanos,jean marcenac,georges%20bernanos,jean%20marcenac,0,2593,22,0,0,0
georges duhamel,jean marcenac,georges%20duhamel,jean%20marcenac,0,18930,22,0,0,0
georges lecomte,jean marcenac,georges%20lecomte,jean%20marcenac,0,18254,22,0,0,0
jean marcenac,georges oudard,jean%20marcenac,georges%20oudard,0,22,2014,0,0,0
jean marcenac,georges pelorson,jean%20marcenac,georges%20pelorson,0,22,58,0,0,0
jean marcenac,georges sadoul,jean%20marcenac,georges%20sadoul,0,22,400,0,0,0
gerard bauer,jean marcenac,gerard%20bauer,jean%20marcenac,0,4336,22,0,0,0
jean marcenac,gonzague truc,jean%20marcenac,gonzague%20truc,0,22,2645,0,0,0
jean marcenac,gustave thibon,jean%20marcenac,gustave%20thibon,0,22,52,0,0,0
henri gheon,jean marcenac,henri%20gheon,jean%20marcenac,0,6448,22,0,0,0
henri lavedan,jean marcenac,henri%20lavedan,jean%20marcenac,0,8202,22,0,0,0
jean marcenac,henri massis,jean%20marcenac,henri%20massis,0,22,5298,0,0,0
jean marcenac,henri pourrat,jean%20marcenac,henri%20pourrat,0,22,2593,0,0,0
jean marcenac,henri troyat,jean%20marcenac,henri%20troyat,0,22,889,0,0,0
henry bordeaux,jean marcenac,henry%20bordeaux,jean%20marcenac,0,28835,22,0,0,0
henry malherbe,jean marcenac,henry%20malherbe,jean%20marcenac,0,2804,22,0,0,0
jean marcenac,henry poulaille,jean%20marcenac,henry%20poulaille,0,22,2126,0,0,0
jacques audiberti,jean marcenac,jacques%20audiberti,jean%20marcenac,0,131,22,0,0,0
jacques boulenger,jean marcenac,jacques%20boulenger,jean%20marcenac,0,3858,22,0,0,0
jacques chardonne,jean marcenac,jacques%20chardonne,jean%20marcenac,0,2349,22,0,0,0
jacques debu-bridel,jean marcenac,jacques%20debu%20bridel,jean%20marcenac,0,279,22,0,0,0
jacques decour,jean marcenac,jacques%20decour,jean%20marcenac,0,97,22,0,0,0
jacques madaule,jean marcenac,jacques%20madaule,jean%20marcenac,0,772,22,0,0,0
jean marcenac,jacques maritain,jean%20marcenac,jacques%20maritain,0,22,2937,0,0,0
jean marcenac,jean-paul sartre,jean%20marcenac,jean%20paul%20sartre,0,22,167,0,0,0
jean ajalbert,jean marcenac,jean%20ajalbert,jean%20marcenac,0,5623,22,0,0,0
jean anouilh,jean marcenac,jean%20anouilh,jean%20marcenac,0,1979,22,0,0,0
jean blanzat,jean marcenac,jean%20blanzat,jean%20marcenac,0,362,22,0,0,0
jean cassou,jean marcenac,jean%20cassou,jean%20marcenac,0,5611,22,0,0,0
jean cocteau,jean marcenac,jean%20cocteau,jean%20marcenac,0,14011,22,0,0,0
jean follain,jean marcenac,jean%20follain,jean%20marcenac,0,318,22,0,0,0
jean giono,jean marcenac,jean%20giono,jean%20marcenac,0,4050,22,0,0,0
jean giraudoux,jean marcenac,jean%20giraudoux,jean%20marcenac,0,14901,22,0,0,0
jean guehenno,jean marcenac,jean%20guehenno,jean%20marcenac,0,1601,22,0,0,0
jean lescure,jean marcenac,jean%20lescure,jean%20marcenac,0,650,22,0,0,0
abel bonnard,jean maydieu,abel%20bonnard,jean%20maydieu,0,7883,9,0,0,0
abel hermant,jean maydieu,abel%20hermant,jean%20maydieu,0,14207,9,0,0,0
alain borne,jean maydieu,alain%20borne,jean%20maydieu,0,18,9,0,0,0
alain laubreaux,jean maydieu,alain%20laubreaux,jean%20maydieu,0,941,9,0,0,0
albert beguin,jean maydieu,albert%20beguin,jean%20maydieu,0,265,9,0,0,0
albert camus,jean maydieu,albert%20camus,jean%20maydieu,0,100,9,0,0,0
alexandre arnoux,jean maydieu,alexandre%20arnoux,jean%20maydieu,0,5329,9,0,0,0
andre billy,jean maydieu,andre%20billy,jean%20maydieu,0,10320,9,0,0,0
andre chamson,jean maydieu,andre%20chamson,jean%20maydieu,0,2853,9,0,0,0
andre chaumeix,jean maydieu,andre%20chaumeix,jean%20maydieu,0,7113,9,0,0,0
andre chevrillon,jean maydieu,andre%20chevrillon,jean%20maydieu,0,2737,9,0,0,0
andre demaison,jean maydieu,andre%20demaison,jean%20maydieu,0,3284,9,0,0,0
andre frenaud,jean maydieu,andre%20frenaud,jean%20maydieu,0,13,9,0,0,0
andre gide,jean maydieu,andre%20gide,jean%20maydieu,0,16619,9,0,0,0
andre malraux,jean maydieu,andre%20malraux,jean%20maydieu,0,3343,9,0,0,0
